,Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %,t,time,daily return
218,01/20/21,850.45,25665880,5.9,0.7,0.7,850.45,558.93,858.74,859.50,837.28,558.93,2021-01-20,2021.054794520548,0.7
219,01/21/21,844.99,20598130,-5.46,-0.64,-0.64,844.99,554.7,855.00,855.72,841.42,554.7,2021-01-21,2021.0575342465754,-0.64
220,01/22/21,846.64,20066500,1.65,0.2,0.2,846.64,555.97,834.31,848.00,828.62,555.97,2021-01-22,2021.0602739726028,0.2
221,01/25/21,880.80,41173400,34.16,4.03,4.03,880.80,582.44,855.00,900.40,838.82,582.44,2021-01-25,2021.0684931506848,4.03
222,01/26/21,883.09,23131600,2.29,0.26,0.26,883.09,584.22,891.38,895.90,871.60,584.22,2021-01-26,2021.0712328767124,0.26
223,01/27/21,864.16,27333960,-18.93,-2.14,-2.14,864.16,569.55,870.35,891.50,858.66,569.55,2021-01-27,2021.0739726027398,-2.14
224,01/28/21,835.43,26378050,-28.73,-3.32,-3.32,835.43,547.29,820.00,848.00,801.00,547.29,2021-01-28,2021.0767123287671,-3.32
225,01/29/21,793.53,34990754,-41.9,-5.02,-5.02,793.53,514.82,830.00,842.41,780.10,514.82,2021-01-29,2021.0794520547945,-5.02
226,02/01/21,839.81,25391390,46.28,5.83,5.83,839.81,550.68,814.29,842.00,795.56,550.68,2021-02-01,2021.0849315068492,5.83
227,02/02/21,872.79,24346210,32.98,3.93,3.93,872.79,576.24,844.68,880.50,842.20,576.24,2021-02-02,2021.0876712328768,3.93
228,02/03/21,854.69,18343510,-18.1,-2.07,-2.07,854.69,562.21,877.02,878.08,853.06,562.21,2021-02-03,2021.0904109589042,-2.07
229,02/04/21,849.99,15812660,-4.7,-0.55,-0.55,849.99,558.57,855.00,856.50,833.42,558.57,2021-02-04,2021.0931506849315,-0.55
230,02/05/21,852.23,18566640,2.24,0.26,0.26,852.23,560.31,845.00,864.77,838.97,560.31,2021-02-05,2021.0958904109589,0.26
231,02/08/21,863.42,20161720,11.19,1.31,1.31,863.42,568.98,869.67,877.77,854.75,568.98,2021-02-08,2021.1041095890412,1.31
232,02/09/21,849.46,15157650,-13.96,-1.62,-1.62,849.46,558.16,855.12,859.80,841.75,558.16,2021-02-09,2021.1068493150685,-1.62
233,02/10/21,804.82,36216090,-44.64,-5.26,-5.26,804.82,523.57,843.64,844.82,800.02,523.57,2021-02-10,2021.109589041096,-5.26
234,02/11/21,811.66,21622750,6.84,0.85,0.85,811.66,528.87,812.44,829.88,801.73,528.87,2021-02-11,2021.1123287671232,0.85
235,02/12/21,816.12,23768310,4.46,0.55,0.55,816.12,532.33,801.26,817.33,785.33,532.33,2021-02-12,2021.1150684931506,0.55
236,02/16/21,796.22,19802320,-19.9,-2.44,-2.44,796.22,516.91,818.00,821.00,792.44,516.91,2021-02-16,2021.1260273972603,-2.44
237,02/17/21,798.15,26078900,1.93,0.24,0.24,798.15,518.4,779.09,799.84,762.01,518.4,2021-02-17,2021.1287671232876,0.24
238,02/18/21,787.38,17957060,-10.77,-1.35,-1.35,787.38,510.06,780.90,794.69,776.27,510.06,2021-02-18,2021.131506849315,-1.35
239,02/19/21,781.30,18958260,-6.08,-0.77,-0.77,781.30,505.35,795.00,796.79,777.37,505.35,2021-02-19,2021.1342465753426,-0.77
240,02/22/21,714.50,37269720,-66.8,-8.55,-8.55,714.50,453.59,762.64,768.50,710.20,453.59,2021-02-22,2021.1424657534246,-8.55
241,02/23/21,698.84,66606880,-15.66,-2.19,-2.19,698.84,441.46,662.13,713.61,619.00,441.46,2021-02-23,2021.145205479452,-2.19
242,02/24/21,742.02,36766953,43.18,6.18,6.18,742.02,474.92,711.85,745.00,694.17,474.92,2021-02-24,2021.1479452054793,6.18
243,02/25/21,682.22,39023860,-59.8,-8.06,-8.06,682.22,428.58,726.15,737.21,670.58,428.58,2021-02-25,2021.150684931507,-8.06
244,02/26/21,675.50,41089168,-6.72,-0.99,-0.99,675.50,423.38,700.00,706.70,659.51,423.38,2021-02-26,2021.1534246575343,-0.99
245,03/01/21,718.43,27136240,42.93,6.36,6.36,718.43,456.64,690.11,872.00,685.05,456.64,2021-03-01,2021.1671232876713,6.36
246,03/02/21,686.44,23732160,-31.99,-4.45,-4.45,686.44,431.85,718.28,721.11,685.00,431.85,2021-03-02,2021.1698630136987,-4.45
247,03/03/21,653.20,30207960,-33.24,-4.84,-4.84,653.20,406.1,687.99,700.70,651.71,406.1,2021-03-03,2021.172602739726,-4.84
248,03/04/21,621.44,65919530,-31.76,-4.86,-4.86,621.44,381.49,655.80,873.94,600.00,381.49,2021-03-04,2021.1753424657534,-4.86
249,03/05/21,597.95,89396460,-23.49,-3.78,-3.78,597.95,363.29,626.06,627.84,539.49,363.29,2021-03-05,2021.1780821917807,-3.78
250,03/08/21,563.00,51786960,-34.95,-5.84,-5.84,563.00,336.21,600.55,620.13,558.79,336.21,2021-03-08,2021.186301369863,-5.84
251,03/09/21,673.58,67523330,110.58,19.64,19.64,673.58,421.89,608.18,678.09,595.21,421.89,2021-03-09,2021.1890410958904,19.64
252,03/10/21,668.06,60605670,-5.52,-0.82,-0.82,668.06,417.61,700.30,717.85,655.06,417.61,2021-03-10,2021.1917808219177,-0.82
253,03/11/21,699.60,36253887,31.54,4.72,4.72,699.60,442.05,699.40,702.50,677.18,442.05,2021-03-11,2021.194520547945,4.72
254,03/12/21,693.73,33583840,-5.87,-0.84,-0.84,693.73,437.5,670.00,694.88,666.14,437.5,2021-03-12,2021.1972602739727,-0.84
255,03/15/21,707.94,29423480,14.21,2.05,2.05,707.94,448.51,694.09,713.18,684.04,448.51,2021-03-15,2021.2054794520548,2.05
256,03/16/21,676.88,32195670,-31.06,-4.39,-4.39,676.88,424.44,703.35,707.92,671.00,424.44,2021-03-16,2021.2082191780821,-4.39
257,03/17/21,701.81,40372450,24.93,3.68,3.68,701.81,443.76,656.87,703.73,651.01,443.76,2021-03-17,2021.2109589041097,3.68
258,03/18/21,653.16,33369020,-48.65,-6.93,-6.93,653.16,406.07,684.29,689.23,652.00,406.07,2021-03-18,2021.213698630137,-6.93
259,03/19/21,654.87,42893980,1.71,0.26,0.26,654.87,407.39,646.60,657.23,624.62,407.39,2021-03-19,2021.2164383561644,0.26
260,03/22/21,670.00,39512220,15.13,2.31,2.31,670.00,419.11,684.59,699.62,668.75,419.11,2021-03-22,2021.2246575342465,2.31
261,03/23/21,662.16,30491870,-7.84,-1.17,-1.17,662.16,413.04,675.77,677.80,657.51,413.04,2021-03-23,2021.227397260274,-1.17
262,03/24/21,630.27,33795168,-31.89,-4.82,-4.82,630.27,388.33,667.91,668.02,630.11,388.33,2021-03-24,2021.2301369863014,-4.82
263,03/25/21,640.39,39224848,10.12,1.61,1.61,640.39,396.17,613.00,645.50,609.50,396.17,2021-03-25,2021.2328767123288,1.61
264,03/26/21,618.71,33852832,-21.68,-3.39,-3.39,618.71,379.37,641.87,643.82,599.89,379.37,2021-03-26,2021.2356164383561,-3.39
265,03/29/21,611.29,28636990,-7.42,-1.2,-1.2,611.29,373.63,615.64,616.48,596.02,373.63,2021-03-29,2021.2438356164384,-1.2
266,03/30/21,635.62,39432360,24.33,3.98,3.98,635.62,392.48,601.75,637.66,591.01,392.48,2021-03-30,2021.2465753424658,3.98
267,03/31/21,667.93,33337290,32.31,5.08,5.08,667.93,417.51,646.62,672.00,641.11,417.51,2021-03-31,2021.2493150684932,5.08
268,04/01/21,661.75,35298380,-6.18,-0.93,-0.93,661.75,412.72,688.37,692.42,659.42,412.72,2021-04-01,2021.2493150684932,-0.93
269,04/05/21,691.05,41842770,29.3,4.43,4.43,691.05,435.42,707.71,708.16,684.70,435.42,2021-04-05,2021.2602739726028,4.43
270,04/06/21,691.62,28271840,0.57,0.08,0.08,691.62,435.87,690.30,696.55,681.37,435.87,2021-04-06,2021.2630136986302,0.08
271,04/07/21,670.97,26309430,-20.65,-2.99,-2.99,670.97,419.87,687.00,691.38,667.84,419.87,2021-04-07,2021.2657534246575,-2.99
272,04/08/21,683.80,23924330,12.83,1.91,1.91,683.80,429.81,677.38,689.55,671.65,429.81,2021-04-08,2021.268493150685,1.91
273,04/09/21,677.02,21437090,-6.78,-0.99,-0.99,677.02,424.55,677.77,680.97,669.43,424.55,2021-04-09,2021.2712328767122,-0.99
274,04/12/21,701.98,29135670,24.96,3.69,3.69,701.98,443.89,685.70,704.80,682.09,443.89,2021-04-12,2021.2794520547945,3.69
275,04/13/21,762.32,44652810,60.34,8.6,8.6,762.32,490.64,712.70,763.00,710.66,490.64,2021-04-13,2021.282191780822,8.6
276,04/14/21,732.23,49017434,-30.09,-3.95,-3.95,732.23,467.33,770.70,780.79,728.03,467.33,2021-04-14,2021.2849315068493,-3.95
277,04/15/21,738.85,27848900,6.62,0.9,0.9,738.85,472.46,743.10,743.69,721.31,472.46,2021-04-15,2021.2876712328766,0.9
278,04/16/21,739.78,27979530,0.93,0.13,0.13,739.78,473.18,728.65,749.41,724.60,473.18,2021-04-16,2021.2904109589042,0.13
279,04/19/21,714.63,39686230,-25.15,-3.4,-3.4,714.63,453.69,719.60,725.40,691.80,453.69,2021-04-19,2021.2986301369863,-3.4
280,04/20/21,718.99,35609040,4.36,0.61,0.61,718.99,457.07,717.42,737.25,710.69,457.07,2021-04-20,2021.3013698630136,0.61
281,04/21/21,744.12,31215510,25.13,3.5,3.5,744.12,476.54,704.77,744.84,698.00,476.54,2021-04-21,2021.304109589041,3.5
282,04/22/21,719.69,35590260,-24.43,-3.28,-3.28,719.69,457.61,741.50,753.77,718.04,457.61,2021-04-22,2021.3068493150686,-3.28
283,04/23/21,729.40,28413890,9.71,1.35,1.35,729.40,465.14,719.80,737.36,715.46,465.14,2021-04-23,2021.309589041096,1.35
